rebalance_date,ticker,weight,stage,monster_onset_score,cum_return,peak_return,months_held,bad_months,period_forward_return,risk_adjusted_forward_return,weighted_forward_return,risk_exit_proxy,risk_exit_reason,hard_stop_proxy,sector,industry_group,theme_horizon_primary,theme_holding_profile_primary,theme_event_risk_sensitivity_max,theme_structural_growth_max,technical_leadership_signal,leadership_signal,growth_signal,rs_acceleration_score,revenue_growth_final,revision_score,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,distribution_risk_score,explosion_exit_score,stage2_overext_penalty
2019-04-30,ALGN,0.05,scout,1.3796431684267547,0.0,0.0,0,0,-0.1456680915583611,-0.08,-0.004,True,monthly_hard_stop_proxy,-0.08,Health Care,Medical Devices,unknown,neutral,0.35,0.35,1.0,1.0,1.0,2.32869754449752,nan,1.0,0.3722420971322903,0.0135416666666666,neutral,0.5027389001459442,0.0,0.0
2019-04-30,CDNS,0.05,scout,1.3538102327746964,0.0,0.0,0,0,-0.0883620380174052,-0.08,-0.004,True,monthly_hard_stop_proxy,-0.08,Information Technology,Software - Application,unknown,neutral,0.35,0.35,1.0,1.897353105848808,1.0,0.5970699836084044,nan,1.0,0.5909171938275137,0.1083333333333333,promote_monster_early,0.406513594404758,0.0,0.0
2019-04-30,ADBE,0.05,scout,1.2983668191307554,-0.06776632721891096,0.0,1,0,-0.067766327218911,-0.067766327218911,-0.00338831636094555,False,hold,-0.08,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,1.0,1.897353105848808,1.0,0.0647019001187219,nan,1.0,0.5348753799836293,0.0135416666666666,neutral,0.151809073128744,0.0,0.0
2019-05-31,ADBE,0.05,scout,0.57634544872691,0.03796329911846863,0.03796329911846863,2,0,0.1134153693697432,0.1134153693697432,0.00567076846848716,False,hold,-0.08,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,0.429846286366351,2.475683190951668,1.0,0.0848256362936128,nan,1.0,0.429846286366351,0.0270833333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,SBAC,0.05,scout,0.9877949200552245,0.040037056372033364,0.040037056372033364,1,0,0.0400370563720333,0.0400370563720333,0.0020018528186016653,False,hold,-0.08,Real Estate,Equity REITs,unknown,neutral,0.35,0.35,1.0,1.0,1.0,0.3674085491964982,nan,1.0,0.5103842918595379,0.0,neutral,0.5259785323702689,0.0,0.0
2019-05-31,BR,0.05,scout,0.9651794655434025,0.04162086444776114,0.04162086444776114,1,0,0.0416208644477611,0.0416208644477611,0.002081043222388055,False,hold,-0.08,Industrials,Software - Infrastructure,unknown,neutral,0.35,0.35,1.0,1.0,0.3202208127610876,1.8226718346213655,nan,0.0,0.3771639407417829,0.0135416666666666,neutral,0.5259785323702689,0.0,0.0
2019-05-31,MKTX,0.05,scout,0.8992045755232516,0.08691709471204767,0.08691709471204767,1,0,0.0869170947120476,0.0869170947120476,0.00434585473560238,False,hold,-0.08,Financials,Capital Markets,unknown,neutral,0.35,0.35,1.0,1.0,0.8337267903988055,0.5772303561843435,nan,0.8337267903988055,0.5197412349994213,0.1083333333333333,neutral,0.5259785323702689,0.0,0.0
2019-06-28,ADBE,0.14,confirm,1.126405031845805,0.05203149685527997,0.05203149685527997,3,0,0.0135536562311588,0.0135536562311588,0.001897511872362232,False,hold,-0.08,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,0.94,1.957675467115889,1.0,-0.0032898546869543,nan,1.0,0.541408677545453,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,SBAC,0.05,scout,0.681319496741258,0.13687164342302838,0.13687164342302838,2,0,0.093106862354293,0.093106862354293,0.00465534311771465,False,hold,-0.08,Real Estate,Equity REITs,unknown,neutral,0.35,0.35,0.7611447638894479,0.7611447638894479,1.0,-0.3701298855192335,nan,1.0,0.4477646764015845,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,BR,0.14,confirm,0.8653453880831216,0.03759376842372886,0.04162086444776114,2,0,-0.0038661821796045,-0.0038661821796045,-0.00054126550514463,False,hold,-0.08,Industrials,Software - Infrastructure,unknown,neutral,0.35,0.35,0.8657450741552672,0.8657450741552672,0.0278239020320442,1.7314901483105345,nan,0.0,0.3372864674708861,0.0135416666666666,neutral,0.1602481742298095,0.0,0.0
