horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-05-04,2026-06-03,0.050458879369350784,0.8209164202543147,-0.019300430077719755,6.192829433675723,0.09624800623623105,718.010009765625,754.239990234375,,,SPY,benchmark
3M,completed,2026-03-03,2026-06-03,0.11166607848441301,0.5223803917030825,-0.07507201911779404,3.0346882421191403,0.14072089149302774,678.4771118164062,754.239990234375,,,SPY,benchmark
6M,completed,2025-12-03,2026-06-03,0.10914708769038772,0.23108284010482283,-0.08884972579331007,1.7279173895338473,0.12651359741123663,680.0180053710938,754.239990234375,,,SPY,benchmark
YTD,completed,2026-01-02,2026-06-03,0.10704486385395762,0.2768129638813941,-0.08884972579331007,1.9238853854555138,0.13271453311460824,681.309326171875,754.239990234375,,,SPY,benchmark
1Y,completed,2025-06-03,2026-06-03,0.279817309036678,0.28003359657291993,-0.08884972579331007,2.155880233766516,0.1181921256172014,589.3341064453125,754.239990234375,,,SPY,benchmark
2Y,completed,2024-06-03,2026-06-03,0.46380428764577974,0.21003568918003057,-0.18755246925491087,1.2329487817539624,0.1666966718047335,515.2601318359375,754.239990234375,,,SPY,benchmark
FULL,completed,2011-06-06,2026-06-03,6.628292101533556,0.145138538863556,-0.33717266428472725,0.8767094965591637,0.17184744811692443,98.87403106689453,754.239990234375,,,SPY,benchmark
1M,completed,2026-05-04,2026-06-03,0.10600703925251342,2.409983863104254,-0.025368439805888876,8.01225728481611,0.15271340827780153,672.8800048828125,744.2100219726562,,,QQQ,benchmark
3M,completed,2026-03-03,2026-06-03,0.23865215679800889,1.3389399674383395,-0.08475817363885085,4.649793590116724,0.18521764531569768,600.8224487304688,744.2100219726562,,,QQQ,benchmark
6M,completed,2025-12-03,2026-06-03,0.19660700513132845,0.43363456514651966,-0.11723572714706232,2.209581613732541,0.171880457210488,621.9335327148438,744.2100219726562,,,QQQ,benchmark
YTD,completed,2026-01-02,2026-06-03,0.21533857060327088,0.5978066458032769,-0.11723572714706232,2.743300258349004,0.17819658839992314,612.347900390625,744.2100219726562,,,QQQ,benchmark
1Y,completed,2025-06-03,2026-06-03,0.41819151848885494,0.41853093668258223,-0.11964367111609375,2.2832185634300495,0.15929744035814022,524.7598876953125,744.2100219726562,,,QQQ,benchmark
2Y,completed,2024-06-03,2026-06-03,0.6604137329230075,0.2887942057527708,-0.22768310492842747,1.3036206665502337,0.21304591385608979,448.20758056640625,744.2100219726562,,,QQQ,benchmark
FULL,completed,2011-06-06,2026-06-03,14.17866222503144,0.19891514622134587,-0.3511872475502942,0.978705565394617,0.20796682996634222,49.03001403808594,744.2100219726562,,,QQQ,benchmark
