date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,week_end_date
2019-06-07,SHOP,429.0,30.5049991607666,13086.644639968872,0.1224622527310498,26.5,1718.144639968872,2019-06-07
2019-06-07,NOW,202.0,54.90999984741211,11091.819969177246,0.10379507487840824,49.67599868774414,1057.2682342529297,2019-06-07
2019-06-07,MA,41.0,255.54734802246094,10477.441268920898,0.09804583955237392,232.91534423828125,927.9121551513672,2019-06-07
2019-06-07,PAYC,46.0,216.8489532470703,9975.051849365234,0.09334457794104177,192.3712158203125,1125.9759216308594,2019-06-07
2019-06-07,MELI,8.0,604.489990234375,4835.919921875,0.04525358974377893,568.77001953125,285.759765625,2019-06-07
2019-06-07,FICO,11.0,313.1499938964844,3444.649932861328,0.032234358176097086,287.55999755859375,281.4899597167969,2019-06-07
2019-06-07,ROKU,35.0,101.87000274658203,3565.450096130371,0.03336478240103736,89.70999908447266,425.6001281738281,2019-06-07
2019-06-07,HEI,98.0,126.88231658935547,12434.467025756836,0.1163593025849719,121.46788787841797,530.614013671875,2019-06-07
2019-06-07,TSCO,139.0,19.380056381225586,2693.8278369903564,0.02520831232628587,18.069854736328125,182.11802864074707,2019-06-07
2019-06-07,V,16.0,161.81410217285156,2589.025634765625,0.024227593881741467,150.9186248779297,174.32763671875,2019-06-07
2019-06-07,AMT,13.0,174.28895568847656,2265.7564239501953,0.021202504037539788,171.68850708007812,33.80583190917969,2019-06-07
2019-06-07,PODD,20.0,111.41000366210938,2228.2000732421875,0.02085105907677321,109.31999969482422,41.800079345703125,2019-06-07
2019-06-07,ARMK,85.0,23.59087371826172,2005.224266052246,0.018764495224522892,22.887659072875977,59.773244857788086,2019-06-07
2019-06-07,BLD,23.0,82.72000122070312,1902.5600280761719,0.01780378342991451,79.98999786376953,62.790077209472656,2019-06-07
2019-06-07,HD,20.0,166.17034912109375,3323.406982421875,0.03109979043569806,158.54783630371094,152.45025634765625,2019-06-07
2019-06-14,FICO,11.0,306.20001220703125,3368.2001342773438,0.031754204535612895,287.55999755859375,205.0401611328125,2019-06-14
2019-06-14,SHOP,429.0,30.51099967956543,13089.21886253357,0.12340054521774119,26.5,1720.7188625335693,2019-06-14
2019-06-14,NOW,202.0,54.45000076293945,10998.90015411377,0.10369375667620408,49.67599868774414,964.3484191894531,2019-06-14
2019-06-14,MA,41.0,250.0672149658203,10252.755813598633,0.09665937063699948,232.91534423828125,703.2266998291016,2019-06-14
2019-06-14,PAYC,46.0,208.94314575195312,9611.384704589844,0.09061274972174095,192.3712158203125,762.3087768554688,2019-06-14
2019-06-14,MELI,8.0,616.0,4928.0,0.046459448284855126,568.77001953125,377.83984375,2019-06-14
2019-06-14,ROKU,35.0,102.0199966430664,3570.699882507324,0.03366330083849174,89.70999908447266,430.84991455078125,2019-06-14
2019-06-14,HEI,98.0,125.11717987060547,12261.483627319336,0.11559694896084426,121.46788787841797,357.630615234375,2019-06-14
