months,cagr,sharpe,max_dd,terminal_multiple,avg_monthly_return,vol_ann,model,cash_cap,single_name_cap,avg_cash_weight,avg_turnover_monthly,delta_cagr_vs_base,delta_max_dd_vs_base,production_activation_allowed
83,0.33937328654410104,1.807305924058752,-0.13356059474690096,7.546338698067643,0.025828105414545395,0.1714913124826726,cash0.00_cap0.18,0.0,0.18,-3.657549497541461e-18,0.495584532774231,0.0005751561187645748,-0.08314574391618945,False
83,0.3393377554808714,1.806969160671596,-0.1335636585629959,7.544954157683744,0.02582614175079032,0.17151023257878859,cash0.00_cap0.22,0.0,0.22,-3.2604441235226737e-18,0.49608226889297175,0.0005396250555349535,-0.08314880773228439,False
83,0.3393189467204587,1.8067866313107601,-0.1335657967011329,7.5442213239173945,0.025825107368935524,0.1715206893037524,cash0.00_cap0.25,0.0,0.25,-3.114142143621015e-18,0.49634438069020503,0.0005208162951222395,-0.08315094587042138,False
83,0.33928609981222624,1.8064619938316662,-0.13357042674042074,7.542941676742521,0.02582330785449333,0.17153955926669548,cash0.00_cap0.33,0.0,0.33,6.79259192400557e-18,0.49679633877595264,0.000487969386889775,-0.08315557590970923,False
83,0.33081227464179364,1.811432073933295,-0.13007912950253675,7.21895806136844,0.025221688905065275,0.16708342046941618,cash0.03_cap0.18,0.03,0.18,0.027931637318606848,0.48720527602615216,-0.007985855783542828,-0.07966427867182524,False
83,0.3307599512597652,1.81104053088387,-0.13005669888945115,7.2169951537463275,0.025218573232556392,0.16709889901966082,cash0.03_cap0.22,0.03,0.22,0.027931637318606848,0.487558382707316,-0.008038179165571258,-0.07964184805873964,False
83,0.3307324769950908,1.8108300219170839,-0.13004627480413444,7.215964641658928,0.025216943301201493,0.16710752304297383,cash0.03_cap0.25,0.03,0.25,0.02793163731860686,0.487747109133221,-0.008065653430245678,-0.07963142397342293,False
83,0.33068488242092875,1.8104581997948823,-0.1300303627004511,7.2141797495024615,0.02521412851275547,0.16712318582519362,cash0.03_cap0.33,0.03,0.33,0.027931637318606862,0.4880740606568893,-0.008113248004407714,-0.07961551186973959,False
83,0.32551456979355065,1.8156394711244896,-0.12776052955916406,7.022517523858281,0.02484346638842171,0.16419647259399098,cash0.05_cap0.18,0.05,0.18,0.04550065811210901,0.48218805238203966,-0.013283560631785818,-0.07734567872845255,False
83,0.3254511725535114,1.8152166485770111,-0.12772113613026903,7.0201947117843195,0.024839578159175695,0.16420901501965393,cash0.05_cap0.22,0.05,0.22,0.04550065811210902,0.4824500895845878,-0.01334695787182505,-0.07730628529955752,False
83,0.3254179567629927,1.8149898125329793,-0.1277023524585592,7.018977980522138,0.024837547448339974,0.16421611147454523,cash0.05_cap0.25,0.05,0.25,0.045500658112109016,0.48258680264792303,-0.013380173662343786,-0.0772875016278477,False
83,0.3253605526747907,1.814589962889165,-0.12767276876083422,7.016875630347728,0.024834047459527258,0.1642291512732948,cash0.05_cap0.33,0.05,0.33,0.04550065811210903,0.4828237151460515,-0.01343757775054577,-0.07725791793012271,False
83,0.31974045843995413,1.8277678386683551,-0.12398039829093188,6.813637188846697,0.02442139245718823,0.16033584971041462,cash0.08_cap0.18,0.08,0.18,0.06838069918145993,0.4784489110553685,-0.01905767198538233,-0.07356554746022037,False
83,0.31965798786017374,1.8272646309898515,-0.12392906033779583,6.810692725975928,0.024416212011438412,0.16034598337217432,cash0.08_cap0.22,0.08,0.22,0.06838069918145992,0.47859280701288426,-0.01914014256516272,-0.07351420950708432,False
83,0.31961483720028294,1.8269966079595623,-0.12390429888271015,6.809152543514013,0.02441350700827491,0.1603517394739373,cash0.08_cap0.25,0.08,0.25,0.06838069918145993,0.4786755086844921,-0.01918329322505352,-0.07348944805199864,False
83,0.31954039376723875,1.826527108164961,-0.12386480810666367,6.806496124165209,0.0244088486679689,0.16036235252478567,cash0.08_cap0.33,0.08,0.33,0.06838069918145993,0.47882349564677046,-0.019257736658097713,-0.07344995727595216,False
