rebalance_date,ticker,action,reason,stage,score,bad_months,distribution_risk,theme_event_risk,theme_structural_growth,period_forward_return,risk_adjusted_forward_return
2019-04-30,ALGN,enter,monster_scout,scout,1.380408533818093,0,0.5027381831122988,0.35,0.35,,
2019-04-30,CDNS,enter,monster_scout,scout,1.3538923489320644,0,0.4065130085109977,0.35,0.35,,
2019-04-30,ADBE,enter,monster_scout,scout,1.298971289020024,0,0.151809073128744,0.15,1.0,,
2019-04-30,ALGN,exit,monthly_hard_stop_proxy,scout,1.380408533818093,,,,,-0.1456680915583611,-0.08
2019-04-30,CDNS,exit,monthly_hard_stop_proxy,scout,1.3538923489320644,,,,,-0.0883620380174052,-0.08
2019-05-31,ADBE,hold,hold,scout,0.5764221378743912,0,0.5259785323702689,0.15,1.0,,
2019-05-31,SBAC,enter,monster_scout,scout,0.9879437053983697,0,0.5259785323702689,0.35,0.35,,
2019-05-31,BR,enter,monster_scout,scout,0.9652154001453692,0,0.5259785323702689,0.35,0.35,,
2019-05-31,MKTX,enter,monster_scout,scout,0.8991243206372487,0,0.5259785323702689,0.35,0.35,,
2019-06-28,ADBE,hold,hold,confirm,1.1266164502166618,0,0.0516149525445256,0.15,1.0,,
2019-06-28,SBAC,hold,hold,scout,0.6815839871072618,0,0.0516149525445256,0.35,0.35,,
2019-06-28,BR,hold,hold,confirm,0.8653612041045536,0,0.1602469889749153,0.35,0.35,,
2019-06-28,MKTX,hold,hold,confirm,0.901153361303363,0,0.2853426709369323,0.35,0.35,,
2019-06-28,HEI,enter,monster_scout,scout,1.0787262289085402,0,0.5083574861031259,0.35,0.35,,
2019-06-28,NOC,enter,monster_scout,scout,1.0098096465431048,0,0.0516149525445256,0.78,0.1,,
2019-06-28,MSCI,enter,monster_scout,scout,1.0040510114926722,0,0.1441998127972764,0.35,0.35,,
2019-07-31,ADBE,hold,hold,winner,0.8996223154274309,0,0.2846848712565041,0.15,1.0,,
2019-07-31,SBAC,hold,hold,confirm,0.8063959170248991,0,0.2846848712565041,0.35,0.35,,
2019-07-31,BR,hold,watch_stale,confirm,0.12738109441074708,1,0.2846848712565041,0.35,0.35,,
2019-07-31,MKTX,hold,hold,confirm,0.5450338786855502,0,0.2846848712565041,0.35,0.35,,
2019-07-31,HEI,hold,hold,confirm,0.9873849953487369,0,0.3492000926684895,0.35,0.35,,
2019-07-31,NOC,hold,hold,confirm,0.8968108366273556,0,0.2846848712565041,0.78,0.1,,
2019-07-31,MSCI,hold,watch_stale,scout,0.075853735140133,1,0.2846848712565041,0.35,0.35,,
2019-08-30,ADBE,hold,hold,winner,0.4491185088047877,0,0.2296455592676155,0.15,1.0,,
2019-08-30,SBAC,hold,hold,confirm,0.657315425010829,0,0.2296455592676155,0.35,0.35,,
2019-08-30,BR,exit,stale_leader_review_exit,confirm,,,,,,,
2019-08-30,MKTX,hold,hold,confirm,0.6624111036256874,0,0.4478430162344075,0.35,0.35,,
2019-08-30,HEI,hold,hold,winner,0.935066797615553,0,0.2296455592676155,0.35,0.35,,
2019-08-30,NOC,hold,hold,confirm,0.7756382456756817,0,0.2296455592676155,0.78,0.1,,
2019-08-30,MSCI,hold,hold,scout,0.6134851370019969,0,0.2296455592676155,0.35,0.35,,
2019-08-30,MU,enter,monster_scout,scout,1.309080708667132,0,0.2296455592676155,0.15,1.0,,
2019-08-30,SBAC,exit,monthly_hard_stop_proxy,confirm,0.657315425010829,,,,,-0.1018374051258108,-0.08
2019-08-30,MKTX,exit,monthly_hard_stop_proxy,confirm,0.6624111036256874,,,,,-0.1984508275231634,-0.08
2019-08-30,HEI,exit,monthly_hard_stop_proxy,winner,0.935066797615553,,,,,-0.1647473062140418,-0.08
2019-08-30,MSCI,exit,monthly_hard_stop_proxy,scout,0.6134851370019969,,,,,-0.0801288460323796,-0.08
2019-09-30,ADBE,hold,watch_stale,winner,-0.1696463136676225,1,0.1942480183164893,0.15,1.0,,
2019-09-30,NOC,hold,hold,winner,0.8860981097178013,0,0.1942480183164893,0.78,0.1,,
2019-09-30,MU,hold,watch_stale,scout,0.3289019143421436,1,0.1942480183164893,0.15,1.0,,
2019-09-30,SYY,enter,monster_scout,scout,1.132696018744504,0,0.1942480183164893,0.35,0.35,,
2019-09-30,EW,enter,monster_scout,scout,1.1129760136971703,0,0.1942480183164893,0.35,0.35,,
2019-09-30,SHW,enter,monster_scout,scout,1.0906853460065917,0,0.1942480183164893,0.35,0.35,,
2019-10-31,ADBE,hold,watch_stale,winner,0.17385703477630743,2,0.0045461999719623,0.15,1.0,,
2019-10-31,NOC,trim,event_theme_half_life_trim,winner,-0.2282237610127445,1,0.0045461999719623,0.78,0.1,,
