rebalance_date,ticker,action,reason,stage,score,bad_months,distribution_risk,theme_event_risk,theme_structural_growth
2017-05-31,AMZN,enter,monster_scout,scout,1.3795751665578486,0,0.0700024391162917,0.35,0.85
2017-05-31,GOOGL,enter,monster_scout,scout,1.3608781897680282,0,0.046253482772082,0.15,1.0
2017-05-31,ALGN,enter,monster_scout,scout,1.3571409963191086,0,0.4341516229354757,0.35,0.35
2017-06-30,AMZN,hold,watch_stale,scout,0.6377894620292495,1,0.2524158278238249,0.35,0.85
2017-06-30,GOOGL,hold,hold,scout,0.4925767057042539,0,0.2524158278238249,0.15,1.0
2017-06-30,ALGN,hold,hold,confirm,1.3551438146615533,0,0.3004313493200154,0.35,0.35
2017-06-30,DGX,enter,monster_scout,scout,1.1152695532560104,0,0.2524158278238249,0.35,0.35
2017-06-30,EW,enter,monster_scout,scout,1.1107777081373682,0,0.8330520028927171,0.35,0.35
2017-06-30,WAT,enter,monster_scout,scout,1.0801991621971576,0,0.2524158278238249,0.35,0.35
2017-07-31,AMZN,hold,watch_stale,scout,0.329629941888771,2,0.1528328867285588,0.35,0.85
2017-07-31,GOOGL,hold,watch_stale,scout,0.2639851076733278,1,0.1528328867285588,0.15,1.0
2017-07-31,ALGN,hold,hold,winner,1.2002698422113505,0,0.5540519876983491,0.35,0.35
2017-07-31,DGX,hold,watch_stale,scout,0.011623906629787573,1,0.1528328867285588,0.35,0.35
2017-07-31,EW,hold,watch_stale,scout,0.21870307572380238,1,0.6318053557457088,0.35,0.35
2017-07-31,WAT,hold,watch_stale,scout,0.021716325583051754,1,0.1528328867285588,0.35,0.35
2017-07-31,EA,enter,monster_scout,scout,1.3163525302462553,0,0.2784155834798445,0.35,0.35
2017-07-31,NTES,enter,monster_scout,scout,1.2720247905466573,0,0.1528328867285588,0.35,0.35
2017-08-31,AMZN,exit,stale_leader_review_exit,scout,,,,,
2017-08-31,GOOGL,hold,hold,confirm,0.7163703048400519,0,0.0,0.15,1.0
2017-08-31,ALGN,hold,hold,monster,1.0641373161634458,0,0.3493612279862408,0.35,0.35
2017-08-31,DGX,hold,hold,scout,0.4200441152328066,0,0.0,0.35,0.35
2017-08-31,EW,exit,stale_leader_review_exit,scout,,,,,
2017-08-31,WAT,hold,hold,confirm,0.6616757639839963,0,0.0,0.35,0.35
2017-08-31,EA,hold,hold,confirm,0.7759773613432851,0,0.1500534852333237,0.35,0.35
2017-08-31,NTES,hold,watch_stale,scout,0.08912147134372744,1,0.0,0.35,0.35
2017-08-31,META,enter,monster_scout,scout,1.3070646697573325,0,0.0395508637771188,0.15,1.0
2017-08-31,GILD,enter,monster_scout,scout,1.271863838719472,0,0.4192181668638718,0.35,0.35
2017-09-29,GOOGL,hold,hold,winner,0.97558659569502,0,0.1735936551002584,0.15,1.0
2017-09-29,ALGN,hold,hold,monster,1.041325749505376,0,0.3387331437853395,0.35,0.35
2017-09-29,DGX,hold,watch_stale,scout,-0.7956348544903935,1,0.1735936551002584,0.35,0.35
2017-09-29,WAT,hold,watch_stale,confirm,-0.052933401366948823,1,0.1735936551002584,0.35,0.35
2017-09-29,EA,hold,hold,winner,0.8769700563440905,0,0.1735936551002584,0.35,0.35
2017-09-29,NTES,exit,stale_leader_review_exit,scout,,,,,
2017-09-29,META,hold,hold,confirm,1.2886159565006647,0,0.1735936551002584,0.15,1.0
2017-09-29,GILD,hold,hold,confirm,1.0497635563043641,0,0.1735936551002584,0.35,0.35
2017-09-29,ON,enter,monster_scout,scout,1.2390401629021417,0,0.7348465650732592,0.35,1.0
2017-10-31,GOOGL,hold,hold,monster,1.013449977980605,0,0.0466442815092268,0.15,1.0
2017-10-31,ALGN,trim,distribution_trim,monster,0.5959838146856353,0,0.7797628948058992,0.35,0.35
2017-10-31,DGX,exit,stale_leader_review_exit,scout,,,,,
2017-10-31,WAT,hold,hold,confirm,0.6194495240084413,0,0.0466442815092268,0.35,0.35
2017-10-31,EA,hold,hold,winner,0.5270944811839573,0,0.0466442815092268,0.35,0.35
2017-10-31,META,hold,hold,winner,0.8887274242811115,0,0.0466442815092268,0.15,1.0
2017-10-31,GILD,hold,watch_stale,confirm,-0.047654546951096666,1,0.0466442815092268,0.35,0.35
