rebalance_date,portfolio_kind,variant_id,avg_name_overlap,monthly_turnover_proxy,median_holding_months,leader_exit_count,warning_hold_count,shakeout_guard_count,benchmark_risk_score,gross_exposure_cap,market_regime,residual_cash_reason
2019-06-28,main,main_N12_cap12_sub40_theme60,0.0,0.29999999999999993,1.0,0,0,1,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-06-28,main,main_N12_cap12_sub40_theme70,0.0,0.35,1.0,0,0,1,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-06-28,main,main_N12_cap12_sub50_theme60,0.0,0.29999999999999993,1.0,0,0,1,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-06-28,main,main_N12_cap12_sub50_theme70,0.0,0.35,1.0,0,0,1,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-06-28,main,main_N12_cap15_sub40_theme60,0.0,0.3,1.0,0,0,1,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-06-28,main,main_N12_cap15_sub40_theme70,0.0,0.3499999999999999,1.0,0,0,1,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-06-28,main,main_N12_cap15_sub50_theme60,0.0,0.3,1.0,0,0,1,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-06-28,main,main_N12_cap15_sub50_theme70,0.0,0.3499999999999999,1.0,0,0,1,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-06-28,main,main_N15_cap12_sub40_theme60,0.0,0.30000000000000004,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-06-28,main,main_N15_cap12_sub40_theme60_risk,0.0,0.30000000000000004,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-06-28,main,main_N15_cap12_sub40_theme70,0.0,0.35,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-06-28,main,main_N15_cap12_sub40_theme70_risk,0.0,0.35,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-06-28,main,main_N15_cap12_sub50_theme60,0.0,0.30000000000000004,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
