rebalance_date,portfolio_kind,variant_id,avg_name_overlap,monthly_turnover_proxy,median_holding_months,leader_exit_count,warning_hold_count,shakeout_guard_count,benchmark_risk_score,gross_exposure_cap,market_regime,residual_cash_reason
2019-05-31,main,main_N12_cap12_sub40_theme60,0.0,0.35999999999999993,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N12_cap12_sub40_theme70,0.0,0.3499999999999999,1.0,0,0,2,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N12_cap12_sub50_theme60,0.0,0.35999999999999993,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N12_cap12_sub50_theme70,0.0,0.3499999999999999,1.0,0,0,2,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N12_cap15_sub40_theme60,0.0,0.37499999999999994,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N12_cap15_sub40_theme70,0.0,0.35,1.0,0,0,2,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N12_cap15_sub50_theme60,0.0,0.37499999999999994,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N12_cap15_sub50_theme70,0.0,0.35,1.0,0,0,2,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub40_theme60,0.0,0.36,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub40_theme60_risk,0.0,0.36,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub40_theme70,0.0,0.4002305794105027,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub40_theme70_risk,0.0,0.4002305794105027,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub50_theme60,0.0,0.36,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub50_theme60_risk,0.0,0.36,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub50_theme70,0.0,0.4002305794105027,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub50_theme70_risk,0.0,0.4002305794105027,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap15_sub40_theme60,0.0,0.3648182995751118,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap15_sub40_theme60_risk,0.0,0.3648182995751118,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap15_sub40_theme70,0.0,0.4002305794105027,1.0,0,0,3,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
