portfolio_kind,week_end_date,target_week_end_date,rebalance_date,period_end_date,scheduled_period_end_date,final_period_extension,weekly_return,period_return_since_rebalance,equity,cash_weight,stock_weight,selected_names,missing_price_count,spy_period_return_since_rebalance,qqq_period_return_since_rebalance
concentrated,2019-05-03,2019-05-03,2019-04-30,2019-05-31,2019-05-31,False,-0.0013337995374628209,-0.0013337995374628209,0.9986662004625372,0.0,1.0,3,0,-0.002341355999829431,0.0017297701377587682
concentrated,2019-05-10,2019-05-10,2019-04-30,2019-05-31,2019-05-31,False,0.0032751259736143457,0.0019369580746428916,1.001936958074643,0.0,1.0,3,0,-0.022462026414825975,-0.030296840894683097
concentrated,2019-05-17,2019-05-17,2019-04-30,2019-05-31,2019-05-31,False,-0.0020022013215382772,-6.91214269121776e-05,0.9999308785730878,0.0,1.0,3,0,-0.03013021295109586,-0.04057020982760995
concentrated,2019-05-24,2019-05-24,2019-04-30,2019-05-31,2019-05-31,False,-0.00047218074161881063,-0.0005412695307244197,0.9994587304692756,0.0,1.0,3,0,-0.04051297269479104,-0.06614943596529266
concentrated,2019-05-31,2019-05-31,2019-04-30,2019-05-31,2019-05-31,False,-0.01857063881154819,-0.019101856621317803,0.9808981433786822,0.0,1.0,3,0,-0.06599468380709916,-0.08821689536678323
concentrated,2019-06-07,2019-06-07,2019-05-31,2019-06-28,2019-06-28,False,0.03707688429990941,0.03707688429990941,1.0172667903507295,1.1102230246251565e-16,0.9999999999999999,3,0,0.04482227248068815,0.04357846613320615
concentrated,2019-06-14,2019-06-14,2019-05-31,2019-06-28,2019-06-28,False,-0.00479022756673797,0.03210905001990927,1.0123938509288644,1.1102230246251565e-16,0.9999999999999999,3,0,0.050670487310201295,0.05280145568388006
concentrated,2019-06-21,2019-06-21,2019-05-31,2019-06-28,2019-06-28,False,0.005237954621985619,0.0375151903888542,1.017696723979607,1.1102230246251565e-16,0.9999999999999999,3,0,0.07308115859262876,0.08698410903858611
concentrated,2019-06-28,2019-06-28,2019-05-31,2019-06-28,2019-06-28,False,-0.00996356751815819,0.02717783773830007,1.0075568339572278,1.1102230246251565e-16,0.9999999999999999,3,0,0.06943123858351763,0.07881531977745593
concentrated,2019-07-05,2019-07-05,2019-06-28,2019-07-31,2019-07-31,False,-0.0016511147716549157,-0.0016511147716549157,1.0058932419853992,0.0,1.0,3,0,0.005999774271159053,0.0038358489553838027
