date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd
2019-05-01,CDNS,49.0,68.54000091552734,3358.46004486084,0.03366795737406262,68.54000091552734,0.0
2019-05-01,MELI,7.0,484.7300109863281,3393.110076904297,0.03401531770774715,484.7300109863281,0.0
2019-05-01,W,21.0,163.52999877929688,3434.1299743652344,0.034426534795565886,163.52999877929688,0.0
2019-05-01,CSX,147.0,24.009157180786133,3529.3461055755615,0.03538105937054718,24.009157180786133,0.0
2019-05-01,AMT,24.0,159.76193237304688,3834.286376953125,0.038438030697058916,159.76193237304688,0.0
2019-05-01,CPRT,242.0,16.502500534057617,3993.6051292419434,0.04003517250887137,16.502500534057617,0.0
2019-05-01,FDS,15.0,253.60525512695312,3804.078826904297,0.03813520544565386,253.60525512695312,0.0
2019-05-01,KEYS,46.0,85.86000061035156,3949.560028076172,0.03959362829849595,85.86000061035156,0.0
2019-05-01,MKTX,15.0,263.2750244140625,3949.1253662109375,0.03958927089154295,263.2750244140625,0.0
2019-05-01,PAYC,20.0,196.92337036132812,3938.4674072265625,0.039482426771324956,196.92337036132812,0.0
2019-05-01,SHOP,163.0,24.516000747680664,3996.1081218719482,0.0400602645594091,24.516000747680664,0.0
2019-05-01,VICI,255.0,15.683965682983398,3999.4112491607666,0.040093377815864605,15.683965682983398,0.0
2019-05-01,DHR,42.0,112.98954772949219,4745.561004638672,0.04757339479583087,112.98954772949219,0.0
2019-05-01,AVGO,184.0,26.601173400878906,4894.615905761719,0.049067643347361224,26.601173400878906,0.0
2019-05-01,NOW,106.0,54.08000183105469,5732.480194091797,0.0574670820091111,54.08000183105469,0.0
2019-05-01,V,72.0,154.6677703857422,11136.079467773438,0.11163719199485236,154.6677703857422,0.0
2019-05-01,HD,68.0,167.51454162597656,11390.988830566406,0.11419261246915452,167.51454162597656,0.0
2019-05-01,CHTR,43.0,371.0400085449219,15954.72036743164,0.1599431995827227,371.0400085449219,0.0
2019-05-02,CDNS,49.0,69.44999694824219,3403.049850463867,0.03413310799830241,68.54000091552734,44.589805603027344
2019-05-02,MELI,7.0,482.3500061035156,3376.4500427246094,0.03386630787776512,484.7300109863281,-16.6600341796875
2019-05-02,W,21.0,151.9600067138672,3191.160140991211,0.03200782195931793,163.52999877929688,-242.96983337402344
2019-05-02,CSX,147.0,23.942405700683594,3519.5336380004883,0.035301458117974284,24.009157180786133,-9.812467575073242
2019-05-02,AMT,24.0,159.6708526611328,3832.1004638671875,0.03843655095904458,159.76193237304688,-2.1859130859375
2019-05-02,CPRT,242.0,16.684999465942383,4037.7698707580566,0.040499446416305054,16.502500534057617,44.16474151611328
2019-05-02,FDS,15.0,255.9547119140625,3839.3206787109375,0.038508970812958586,253.60525512695312,35.241851806640625
2019-05-02,KEYS,46.0,87.3499984741211,4018.0999298095703,0.04030215391451482,85.86000061035156,68.53990173339844
2019-05-02,MKTX,15.0,264.0871276855469,3961.306915283203,0.03973251133401797,263.2750244140625,12.181549072265625
2019-05-02,PAYC,20.0,196.93313598632812,3938.6627197265625,0.03950538660577923,196.92337036132812,0.1953125
2019-05-02,SHOP,163.0,25.554000854492188,4165.302139282227,0.04177861448203604,24.516000747680664,169.19401741027832
2019-05-02,VICI,255.0,15.683965682983398,3999.4112491607666,0.04011470360289377,15.683965682983398,0.0
2019-05-02,DHR,42.0,114.66429901123047,4815.90055847168,0.04830421565790228,112.98954772949219,70.33955383300781
2019-05-02,AVGO,184.0,26.344255447387695,4847.343002319336,0.048619588155732814,26.601173400878906,-47.27290344238281
2019-05-02,NOW,106.0,52.534000396728516,5568.604042053223,0.055853946171631065,54.08000183105469,-163.87615203857422
2019-05-02,V,72.0,153.0811309814453,11021.841430664062,0.110550747248601,154.6677703857422,-114.238037109375
2019-05-02,HD,68.0,169.37672424316406,11517.617248535156,0.11552345416678912,167.51454162597656,126.62841796875
2019-05-02,CHTR,43.0,370.4100036621094,15927.630157470703,0.15975655491730753,371.0400085449219,-27.0902099609375
2019-05-03,CDNS,49.0,70.2699966430664,3443.229835510254,0.03397382340562667,68.54000091552734,84.76979064941406
2019-05-03,MELI,7.0,578.9400024414062,4052.5800170898438,0.03998618867026016,484.7300109863281,659.4699401855469
2019-05-03,W,21.0,148.82000732421875,3125.2201538085938,0.030836070399426114,163.52999877929688,-308.9098205566406
2019-05-03,CSX,147.0,24.43090057373047,3591.342384338379,0.03543522732532705,24.009157180786133,61.99627876281738
2019-05-03,AMT,24.0,159.7950897216797,3835.0821533203125,0.03784017043511319,159.76193237304688,0.7957763671875
2019-05-03,CPRT,242.0,16.77750015258789,4060.1550369262695,0.04006093023516029,16.502500534057617,66.54990768432617
2019-05-03,FDS,15.0,259.963623046875,3899.454345703125,0.038475321035195804,253.60525512695312,95.37551879882812
2019-05-03,KEYS,46.0,88.18000030517578,4056.280014038086,0.040022695975588586,85.86000061035156,106.71998596191406
2019-05-03,MKTX,15.0,267.0181884765625,4005.2728271484375,0.03951941584542269,263.2750244140625,56.1474609375
2019-05-03,PAYC,20.0,202.23106384277344,4044.6212768554688,0.03990766099474301,196.92337036132812,106.15386962890625
2019-05-03,SHOP,163.0,26.402999877929688,4303.688980102539,0.04246384249312764,24.516000747680664,307.5808582305908
2019-05-03,VICI,255.0,15.704574584960938,4004.666519165039,0.03951343349706332,15.683965682983398,5.255270004272461
2019-05-03,DHR,42.0,115.58325958251953,4854.49690246582,0.04789858021867861,112.98954772949219,108.93589782714844
2019-05-03,AVGO,184.0,26.3350772857666,4845.654220581055,0.047811330825772304,26.601173400878906,-48.96168518066406
2019-05-03,NOW,106.0,53.70399856567383,5692.623847961426,0.05616825090522613,54.08000183105469,-39.856346130371094
2019-05-03,V,72.0,153.9552001953125,11084.7744140625,0.10937177778571404,154.6677703857422,-51.3050537109375
2019-05-03,HD,68.0,168.99752807617188,11491.831909179688,0.11338815197962512,167.51454162597656,100.84307861328125
2019-05-03,CHTR,43.0,377.67999267578125,16240.239685058594,0.16023996697376075,371.0400085449219,285.5193176269531
2019-05-06,CDNS,35.0,70.0,2450.0,0.02422680862486357,68.54000091552734,51.09996795654297
2019-05-06,MELI,5.0,567.6900024414062,2838.4500122070312,0.028067993974278126,484.7300109863281,414.7999572753906
2019-05-06,W,17.0,151.82000732421875,2580.9401245117188,0.025521609170929372,163.52999877929688,-199.06985473632812
